ID,Product_Type,Raw_Material_Usage_kg,Energy_Consumption_kWh,Waste_Generated_kg,Transport_Distance_km,CO2_Emission_kg_per_unit,Manufacturing_Energy_kWh,Renewable_Energy_%,Cost_per_Unit,Delivery_Time_days,Sustainability_Score,CO2_Factor_per_USD,Ownership_Type,Certification,Packaging_Type,Locality
525,food,56.94961446192782,458.4249511504497,27.872538986684567,2945.161606957207,318.42275414270694,532.6720758931879,27.219981821475663,828.4700102085319,4,51.25,,Minority-Owned,ISO14001,Compostable,National
526,pharmaceutical,40.31348922150578,371.31469001008537,4.256702963037334,4686.092516417942,315.0578758304068,456.6562112569413,47.24607767566079,3541.862893382108,2,65.38,,Corporate,None,Biodegradable,National
527,food,175.63887765251832,323.5573463408167,38.55923742709665,3394.028367741554,434.72015800737904,482.02477584560495,43.76493460079271,1189.1541436984412,8,51.04,,Corporate,None,Recycled,National
528,electronics,51.65065759802842,189.21772303825196,29.601965798836837,2458.261960974261,998.853289024872,351.596678781572,59.2006510835071,2317.9024116402406,6,43.16,,Minority-Owned,ISO14001,Recycled,International
529,food,195.41439860563491,420.7056728995826,39.31603888074,4067.4076777028577,102.21799149783097,157.03172839905932,14.760716236669436,512.0037869546647,12,47.56,,Minority-Owned,FairTrade,Biodegradable,International
530,food,74.0102004365103,479.777230168245,37.83560262739618,4757.610822676604,599.6147272933549,235.33746352843653,23.56523910163484,4161.480331630315,3,30.34,,Minority-Owned,GreenSeal,Recycled,International
531,apparel,44.60240398085286,419.53922714760193,40.34710152593402,208.12412854322517,128.44355013351333,765.5212992488703,25.019537406499488,804.5150770280028,7,50.91,,Women-Owned,FairTrade,Plastic,National
532,apparel,160.04271635707104,50.70429733616281,26.382395253826616,4914.354234054589,196.79478849099303,386.0896935896538,61.67055283891828,4534.868033836687,10,65.31,,Local Vendor,FairTrade,Plastic,National
533,apparel,135.15447734516647,336.38061658253315,7.875901391482235,522.0474814120337,467.5847946842537,426.6782090816049,23.239708742871805,4348.306890855474,7,45.75,,Women-Owned,FairTrade,Biodegradable,International
534,food,104.6571861260964,73.01092164894533,33.88671619560475,4090.4952184169306,534.9371247791192,136.89685289740729,50.144423472368366,2429.997269308381,6,50.61,,Women-Owned,ISO14001,Plastic,Local
535,automotive,115.51907467814992,165.92324915017485,31.40321546754656,1473.6402875019212,295.8527879462978,126.29636068078642,25.06706743506676,3772.967380659155,2,43.55,,Corporate,None,Plastic,National
536,food,146.64833787173012,76.78611515649726,37.37040617275528,747.6803229939716,350.63427433069535,602.0270129327304,70.3137465058785,3173.336354327136,8,63.34,,Minority-Owned,FairTrade,Compostable,Local
537,automotive,53.40640085294676,321.70795382722446,9.32416929648603,2255.292634597791,132.61866924313642,476.6662648847779,75.9529818142747,4054.7630832211753,1,82.16,,Local Vendor,ISO14001,Compostable,Local
538,automotive,199.30344405078097,358.9654610716731,10.553784795114172,3255.3872392933063,338.058794652038,456.0941889513867,46.294508245956834,2272.664483772378,13,64.24,,Corporate,FairTrade,Plastic,National
539,apparel,195.2107008078888,101.5194371296573,44.630066343747096,1966.6640406150275,968.2305174115168,270.1871712958681,34.66162189464248,3971.88072437288,1,22.49,,Women-Owned,FairTrade,Biodegradable,National
540,pharmaceutical,133.561880405918,222.7274973702408,37.74891212415147,367.3705005852249,947.4720125888576,621.3255121409455,26.38404425122494,2419.79272191271,6,24.83,,Minority-Owned,ISO14001,Compostable,Local
541,electronics,47.91306567653758,255.30642902999392,45.50319594631582,3037.359584327711,368.13437563013576,217.76560537594432,13.484670106613065,4716.63578164541,5,28.06,,Corporate,None,Recycled,Local
542,apparel,139.24336606194535,216.0738597924125,38.17705073703211,4521.776052942306,592.3112394648235,232.95432056271403,28.79500533382468,2534.5860839607085,9,36.29,,Minority-Owned,None,Recycled,International
543,apparel,23.71769770604341,104.46125021833689,30.260609993524792,1977.7552931415328,914.1156215553972,422.4985199437928,55.796504596172255,2420.5725052819016,13,43.53,,Corporate,GreenSeal,Recycled,International
544,pharmaceutical,15.823975419103151,238.52650558436395,33.05250411436581,1160.0306103910525,55.87463150885184,300.3959034783586,47.35318519164476,3968.344935504861,12,60.84,,Minority-Owned,ISO14001,Biodegradable,National
545,electronics,58.9597488171306,388.0301215137882,44.567268273060485,2268.628995070796,820.1493918207123,273.22408686320244,76.08288947966491,4143.572920452022,7,47.32,,Women-Owned,GreenSeal,Plastic,International
546,food,97.8983617804701,81.95344903996497,29.361530971085084,336.97728413902627,950.951075149473,551.6663511873321,37.73940837441904,2861.54774874162,2,32.87,,Local Vendor,GreenSeal,Recycled,International
547,food,174.9717760275923,86.08100633685655,31.987174892090984,4120.389163953347,136.7594476168792,555.6802216529811,58.570433962987615,1063.029504776362,13,70.26,,Women-Owned,GreenSeal,Biodegradable,International
548,apparel,148.16212325559852,209.6470813261929,8.667359084176429,4149.0699736559145,203.375301731275,677.1619488599505,44.2525923232585,2445.2395085963817,12,67.67,,Local Vendor,None,Compostable,International
549,electronics,151.1142390279964,473.7765702285163,24.222139785689038,2981.202270805179,962.7089876327876,392.3959968810832,45.880335114694816,4846.748013966457,7,34.68,,Minority-Owned,ISO14001,Plastic,Local
550,apparel,90.84373354513431,350.85769102531134,36.10345848594685,1830.2041557981088,560.6631364583291,151.15956371830515,28.744202022288224,3814.3337265880887,3,35.48,,Corporate,GreenSeal,Compostable,National
551,automotive,75.72764858392296,355.4014805026542,14.276192217501904,4018.9384857843374,63.48680274813752,291.5664694450204,41.84655437893998,4093.5804986198345,1,65.12,,Women-Owned,ISO14001,Biodegradable,International
552,apparel,80.49736496707452,212.86399587703923,10.910454845702212,2817.9664214629997,294.7503988253527,786.0038242377718,42.95494979088951,357.5623943323526,11,67.56,,Local Vendor,ISO14001,Recycled,Local
553,apparel,197.65341710985095,317.1473560438423,16.377513602996363,4147.068311895079,477.44649055541663,517.3810026628914,59.464976522425374,2445.7254206439675,8,63.97,,Women-Owned,None,Recycled,Local
554,food,17.62074636837167,54.55903281248452,12.83353077164884,3194.148083656801,708.2634654735293,596.8159593607143,75.84479994302797,3303.7814415562657,14,64.93,,Local Vendor,GreenSeal,Biodegradable,Local
555,food,174.73598426326524,336.243220884294,11.530719214783396,3943.586818742707,746.5023592299596,105.15048073779018,33.0524894237753,4184.156881414759,12,41.15,,Women-Owned,GreenSeal,Recycled,International
556,food,119.94832762875475,460.97912640930656,21.81769130053626,3032.958666767024,995.6504372791832,462.7440125277646,12.954032800690891,436.5135371973031,3,27.01,,Local Vendor,ISO14001,Plastic,International
557,automotive,93.33692964602218,325.6580607551686,45.48408718029317,2129.2912342567643,323.1356394145711,126.2700602722622,44.74065878504478,4291.706651080991,11,45.9,,Local Vendor,FairTrade,Biodegradable,National
558,food,147.79895547887594,443.1643670598553,25.845922690197195,4793.934713638074,561.3090967750516,498.4611484640136,48.1122932504418,2832.324496361176,8,51.21,,Minority-Owned,None,Compostable,International
559,electronics,102.46709887069356,375.7878749597422,10.208098659950828,2751.4577419063394,556.6573704666248,744.5395947452528,21.79083857923407,1147.1070587650877,7,47.82,,Local Vendor,None,Biodegradable,International
560,pharmaceutical,175.9504152355155,104.2512873816606,4.77161179966283,3064.938640848638,435.3629964748756,777.8933913502855,63.23252243932467,1722.82503895856,12,73.2,,Minority-Owned,None,Plastic,Local
561,electronics,181.1333541621391,456.1039882786288,35.111651111758334,1180.3894331322713,210.7037991502992,478.3868727722469,78.94503759090442,1553.2618484074917,2,76.0,,Local Vendor,None,Plastic,National
562,electronics,90.12697610595652,79.8997299600987,19.757139457383005,3165.688868193655,978.5837350246504,420.7433636765512,76.20423019059227,2748.123364584684,13,55.35,,Corporate,GreenSeal,Biodegradable,International
563,food,62.5972814746598,290.2853626464937,41.2697163826826,2900.8774824664247,860.6513273332567,761.5119659739458,23.797422717655653,448.0912635734328,14,28.68,,Corporate,GreenSeal,Biodegradable,International
564,pharmaceutical,122.54656243273882,113.96170570705596,33.31602766339774,1005.7081499404222,523.4163768795254,571.5268823976866,71.27542679305324,960.973560799633,14,64.69,,Corporate,FairTrade,Recycled,Local
565,pharmaceutical,183.34903566717128,55.26797482890683,40.01583107652706,391.9767770304042,623.0831515498284,145.42949567688663,59.31455454881793,4100.926608203756,1,46.76,,Local Vendor,None,Plastic,Local
566,pharmaceutical,50.02581591107665,239.9154170574376,14.325355931503989,3061.3606666023784,265.8980008816792,426.0079043672483,41.76925946648381,836.4991555846931,7,65.5,,Minority-Owned,None,Biodegradable,International
567,automotive,128.36365087706173,182.76831844437032,34.92558720059185,3842.09211981657,566.5977168721596,268.17151292501273,47.84276960273103,1320.3020933990094,13,50.31,,Minority-Owned,ISO14001,Biodegradable,National
568,food,129.9964418175789,268.70022220892133,13.93903724999222,2664.6667175178404,710.221626465402,428.8630250140771,69.47201224877207,2376.178906899955,1,63.1,,Local Vendor,GreenSeal,Plastic,National
569,pharmaceutical,149.29147425890338,309.73994903054785,47.014355493064286,1211.185864066264,539.4086769672593,418.8259004044532,43.60944577468612,2682.1802629439862,6,41.45,,Corporate,None,Biodegradable,Local
570,automotive,34.997860174179365,69.68258253902631,32.18233979513535,3365.957685795871,990.7709120556942,507.5013619703194,36.124515837358885,3865.3303021479614,13,27.74,,Corporate,FairTrade,Recycled,Local
571,apparel,146.0067432895968,105.35148280568554,16.901078208591763,492.518060387051,630.7745734353399,349.7393432444759,44.527324511819,2347.195647997701,11,51.89,,Minority-Owned,FairTrade,Plastic,International
572,apparel,182.7161789264718,301.38907840269144,14.20608125232136,2264.985153529577,402.4250269625606,214.98931461914964,50.53908628245344,3991.350180970586,10,59.53,,Corporate,GreenSeal,Recycled,Local
573,automotive,44.13979068534597,204.4253089276962,10.355402668510532,900.497116152259,783.5444262350462,452.6036042129694,23.23543576448442,3168.062273818196,11,37.63,,Women-Owned,FairTrade,Recycled,International
574,automotive,55.133231735536754,378.1280693972516,35.037406985792664,1003.8493501934284,211.93938600256,681.1420190420334,73.06354111868934,742.8787492343478,10,74.67,,Minority-Owned,FairTrade,Recycled,National
575,food,194.56506786791152,343.53124186637285,11.717065036898438,1091.240350875198,415.2900230209532,564.8085596473215,57.193086418072966,950.3909042856252,8,69.55,,Corporate,GreenSeal,Recycled,National
576,food,44.38562101480306,430.52196334545806,30.16986003044696,1994.864579515492,379.61100285870657,336.85750614765107,54.32882421362422,2297.7618821589,7,59.11,,Minority-Owned,None,Plastic,International
577,apparel,172.33316774022003,361.6217720011514,13.96711631934251,350.6360075399484,460.2167403523884,754.8661159312,16.96473583264467,2105.06908682739,4,44.88,,Women-Owned,None,Recycled,Local
578,pharmaceutical,103.5327927251266,243.46898482556665,33.43647829489956,2049.187860552581,792.69083463229,738.5452998744275,52.29217567208143,3769.012494259014,1,41.45,,Minority-Owned,FairTrade,Recycled,National
579,apparel,56.97390413660364,352.8349800774945,40.93204669848642,2607.366490862034,509.9643805552371,246.54387956886916,18.467246356694464,2987.538271027289,1,31.59,,Minority-Owned,FairTrade,Biodegradable,Local
580,pharmaceutical,175.44248124177716,173.92152841493834,39.123236914088,2468.1419963349936,804.3137277526646,127.59230958425408,15.508837263677933,2063.0387888107966,4,23.85,,Minority-Owned,None,Plastic,National
581,pharmaceutical,94.60799845050644,187.8410744501957,38.2817152156083,1975.642091974899,597.6644579828726,618.9160958455336,46.91176269496753,1019.649360561851,5,48.17,,Minority-Owned,GreenSeal,Plastic,International
582,food,107.81529724664114,405.043321964357,10.198397878920352,4211.818379546688,374.9659629246776,679.3271829444072,38.19498738325465,1288.8180911623767,12,61.19,,Women-Owned,FairTrade,Compostable,International
583,electronics,78.25434018595548,250.888782380712,5.330862402241417,812.1007928604702,819.4798064992988,777.5051961659487,51.216718910935626,2962.404888651484,7,52.97,,Local Vendor,ISO14001,Plastic,International
584,electronics,122.66066177263622,409.2711532332586,35.24849259588189,2577.9140445287326,276.375187025437,722.8854758618176,16.245551764006702,2232.506263519004,14,41.27,,Minority-Owned,GreenSeal,Plastic,National
585,automotive,41.06953579115432,420.0900681507253,19.04901347592321,404.002943087116,263.16383080980575,520.3743377444904,40.16881439930809,2671.652042531226,4,59.23,,Minority-Owned,FairTrade,Compostable,Local
586,food,84.30549196383454,435.9030519475777,22.184965093764017,448.66282650175776,529.277777852094,471.03663744866657,22.23507005316106,1019.2516894507216,10,44.33,,Corporate,FairTrade,Plastic,Local
587,pharmaceutical,194.18834124370463,462.4858561285433,2.526305546876162,2911.942663417772,297.80678366398445,119.4887358838104,79.09700601468816,3381.950011253916,14,82.84,,Minority-Owned,ISO14001,Plastic,Local
588,electronics,59.04535221321423,243.9433492309833,13.71924601447741,2873.4902819503227,58.6326832036555,272.65951279134447,49.280514870462206,4292.185956108642,12,68.81,,Corporate,ISO14001,Plastic,National
589,pharmaceutical,134.7799662628455,193.49006824451249,2.650143789848737,4402.36421293784,665.8826509338614,421.7303262130485,58.12058026586071,1438.1096325771227,1,65.15,,Local Vendor,None,Plastic,National
590,electronics,71.78611220269202,311.98943596735126,44.080102857461135,2833.581010734358,535.5391303987781,539.9527300584975,32.779279647782545,2559.2682839927675,11,37.57,,Women-Owned,GreenSeal,Compostable,National
591,electronics,156.95989388045413,217.0275905469324,12.926437477707994,4802.975999983766,473.2419237685031,490.0762833228874,16.63172403455409,4882.531179300328,10,39.18,,Women-Owned,GreenSeal,Plastic,National
592,electronics,34.865995536486466,320.48337506010483,28.309521309077397,338.60475715965583,968.6200888873996,619.8451927771833,78.31096039484757,1799.5603546434927,7,55.17,,Local Vendor,None,Plastic,National
593,food,194.2659985649235,367.51363818972106,2.90998671239539,580.2376554256311,592.639224764768,295.8368516209286,30.038132476822824,3056.222455634054,2,49.96,,Women-Owned,GreenSeal,Compostable,Local
594,apparel,96.22001286289144,359.7822583214616,33.67552217397724,315.9227216948688,870.2599988999153,495.4668253567313,39.6665729621502,632.939360961173,13,38.99,,Local Vendor,GreenSeal,Biodegradable,National
595,pharmaceutical,54.84958803582815,218.5487991590546,16.8283399419506,1007.856566634346,182.47772439490217,161.69957037355448,55.49047451918025,3108.872011901328,11,69.32,,Local Vendor,GreenSeal,Recycled,National
596,food,23.964381992702407,125.08709076443876,44.998040160925626,2752.2235436142228,590.7461399729563,389.5658665082449,11.72881083802779,630.232511862166,2,28.88,,Local Vendor,GreenSeal,Biodegradable,Local
597,food,42.25400196663274,243.7382023079934,44.51779125776776,3263.3036889943974,874.5806453943577,625.1125830682207,66.71813913621008,4804.330089554346,8,39.71,,Women-Owned,GreenSeal,Compostable,National
598,food,108.75705022564335,114.16736483685894,16.93924029972564,323.3672739484771,603.9504694159031,585.3805974003308,47.56047330200342,3635.180729947095,12,51.62,,Corporate,ISO14001,Recycled,Local
599,food,74.0306035219444,450.54366583271377,45.14708388883293,4735.257360243437,732.1134692206515,793.4499160205253,29.47520309481755,3983.166983051391,10,26.75,,Local Vendor,GreenSeal,Compostable,Local
600,food,167.4878395176958,205.64485733203583,49.81172600144016,4226.610345586867,403.441389421597,294.5237881914292,14.312558970472846,3579.700931703857,10,27.97,,Minority-Owned,ISO14001,Compostable,International
601,automotive,91.86862949574312,119.5068862504957,41.445367542073456,1553.4011625697565,137.82704118521326,448.7325094217854,21.374889083210903,3030.6993731670354,10,43.91,,Women-Owned,GreenSeal,Plastic,International
602,pharmaceutical,57.25571179164968,61.45149195758789,42.39869604000622,478.218898109693,485.00528037071786,330.67128964179767,72.65237011974058,2359.5813492104257,5,60.1,,Local Vendor,None,Recycled,International
603,food,127.25754745476571,340.6200738289179,13.201428069345406,932.4466587733806,424.7554212969147,408.4221798414223,58.02169567551237,4320.192222853099,10,62.35,,Local Vendor,FairTrade,Plastic,International
604,pharmaceutical,144.2876712082347,336.60604285463444,29.25841754403006,722.0276273993661,873.70717326,699.8650909085717,27.493120514582287,4792.811204206702,2,26.25,,Minority-Owned,ISO14001,Recycled,National
605,automotive,41.73796250118048,203.2718749615813,4.295539784401025,704.0905185648396,281.79553723484867,578.9463526319406,14.592053546152068,2595.3736299395905,5,51.93,,Corporate,GreenSeal,Compostable,International
606,automotive,41.84765109478036,82.27034998144296,5.650978904261816,2640.9522744620963,968.3975161583528,717.7088339433072,58.34307186706455,4671.368235945258,8,48.52,,Corporate,None,Compostable,Local
607,pharmaceutical,16.967571117373165,234.3330027028544,49.94573798963124,1304.6524682176614,960.2312138142712,242.4577758323205,50.06854081774356,2999.997967944884,6,30.25,,Corporate,FairTrade,Biodegradable,National
608,electronics,149.9163828624717,190.0478727785271,17.005323221869634,1854.884610992808,285.2500609178668,711.3527824890066,38.31636671207645,2784.244097102879,3,58.23,,Local Vendor,ISO14001,Recycled,International
609,apparel,136.12286024814296,354.70428788075424,37.66101169039347,4948.57613358318,380.6493577034545,141.8335919248691,35.452801443304466,2381.517118185712,8,46.48,,Local Vendor,FairTrade,Plastic,Local
610,electronics,100.17986639246465,322.60066225371065,40.52658759831401,3453.139819734189,900.7779538301908,722.0194963060067,25.17699931503758,1204.5812553445753,14,26.95,,Local Vendor,None,Biodegradable,National
611,electronics,170.39238530414747,214.067177688893,43.04314027935423,4750.005268530306,968.2911098513022,330.3516456225095,56.87278795762624,217.8543719266841,9,41.73,,Women-Owned,ISO14001,Biodegradable,National
612,electronics,163.0773290605101,148.05164941474555,49.88378657270567,798.5271196622664,471.2671476942418,320.21134338984655,77.94676194557094,1359.229888909094,5,62.16,,Minority-Owned,FairTrade,Biodegradable,International
613,food,121.2173292353829,494.61618477001633,12.833327777586524,1972.4834266795892,354.9471933588529,458.4620036890648,22.300067208577808,2646.671223697113,13,50.07,,Local Vendor,GreenSeal,Plastic,National
614,automotive,174.97154329751913,254.3007295382517,2.977190516125286,2818.185836083536,549.789312588965,758.4831314062623,51.79816340108523,2023.807770846812,2,64.17,,Minority-Owned,ISO14001,Biodegradable,Local
615,electronics,49.109829906985965,359.72340610110666,21.14838438173471,476.1145032548162,703.380746047448,133.44695527698377,39.692953902218335,2352.729094412642,2,45.58,,Minority-Owned,FairTrade,Plastic,National
616,automotive,31.264727685568296,113.24883541026236,7.373952821618401,120.51847377699356,309.8007896062308,346.5616825495217,41.26821052212655,4907.111453907438,7,58.58,,Corporate,None,Biodegradable,Local
617,pharmaceutical,61.25242618822803,268.51536484672897,2.098868568940701,3385.128235604896,749.6495158881191,699.6003920783351,27.79030960894701,1881.3073792127725,1,46.8,,Women-Owned,None,Plastic,National
618,apparel,20.84650265696982,62.39152394125947,18.660914529932818,3244.915632327033,99.07448925890898,377.23813420482674,67.75944129629934,2370.478108928518,10,78.7,,Local Vendor,ISO14001,Compostable,International
619,pharmaceutical,110.92221032019609,277.4548030597025,39.40317430268659,2112.865168998098,96.82976812619562,239.4098283179469,43.96789229030688,840.8746464935339,12,61.64,,Corporate,FairTrade,Compostable,Local
620,pharmaceutical,187.95508153604268,483.8078332029661,28.742853870028476,2499.25597255696,416.973319888268,397.3559269319882,48.03840965387849,430.1971156975407,2,59.15,,Corporate,ISO14001,Compostable,National
621,food,17.475272727016833,222.8930208436101,16.326121471307346,2135.670702901239,385.79953245768456,369.8867510441685,31.3332638958128,3921.965670043974,10,49.72,,Local Vendor,ISO14001,Compostable,National
622,apparel,33.200883661905095,67.54820565871022,33.062758269143266,217.6247197399554,349.8515545987947,740.7913410266924,22.72659259668648,2939.2792403454973,4,41.76,,Minority-Owned,FairTrade,Compostable,National
623,pharmaceutical,95.9178153738527,63.93010591370459,12.368890835131726,1743.3208704655658,516.4687745354645,633.3540630201679,16.013727174197435,3851.383069010696,1,39.86,,Corporate,FairTrade,Biodegradable,Local
624,pharmaceutical,187.43625333030192,224.5940419760913,1.7046908575321662,967.7030514467202,354.69690319599266,453.5808890208044,59.98833986474411,919.341434655448,4,76.83,,Minority-Owned,GreenSeal,Biodegradable,Local
625,apparel,70.0696599455826,122.01122140843732,38.45331593538494,582.2785265967068,232.6450225446873,791.8593967050998,23.73639971814989,2944.7781016769163,13,43.62,,Women-Owned,FairTrade,Biodegradable,Local
626,apparel,106.37461365079456,60.50844334768366,31.563411158336447,4787.930126057814,343.99607163417085,425.6942718931463,58.30527479321584,1417.4838768386026,12,63.37,,Minority-Owned,None,Plastic,International
627,pharmaceutical,17.8988432195745,390.2961262775796,38.35282860054704,3036.862652706612,976.1590591697232,140.76648157419265,37.32635122328677,1294.6967211200956,11,31.45,,Women-Owned,ISO14001,Plastic,International
628,apparel,38.185208182796885,256.3353539968508,2.9079628176956147,3670.415792759353,440.5577461451062,283.59202527048944,39.1042360692756,255.3248674543292,13,64.66,,Minority-Owned,ISO14001,Plastic,Local
629,pharmaceutical,197.4597233621809,180.1601473876945,42.01886176370196,1645.2823420039756,472.477138015419,405.2493361535188,42.842424726494016,825.635473131545,10,48.79,,Corporate,None,Plastic,National
630,pharmaceutical,193.37255232284863,455.0374323574163,31.356783801778864,2026.4209345206743,597.717740453583,209.83183690228407,35.739595568928024,1684.4869351985376,5,44.03,,Corporate,FairTrade,Compostable,International
631,food,10.938596377537827,102.26253209023652,28.60637218491937,1260.927570093945,984.1737299935152,763.2955884268301,17.043398405581307,761.0180508365074,9,26.03,,Women-Owned,None,Compostable,Local
632,electronics,190.8442392304154,480.1634730298936,31.606088357612048,575.1317877305812,279.52121261397485,636.7942284724412,31.67422670019921,4932.1205139725,1,44.94,,Local Vendor,None,Compostable,National
633,pharmaceutical,131.43278818494508,191.2850228198088,43.35722909654984,977.2550234637606,697.2180050058121,287.80104029944084,56.46140524857569,1681.4367129149632,12,46.61,,Women-Owned,GreenSeal,Recycled,International
634,automotive,174.9044759588042,449.78165253890654,29.759888821386447,4007.8188219527806,730.1854588646379,513.563173462541,56.60490810282097,825.5549441711752,5,52.84,,Women-Owned,None,Biodegradable,National
635,electronics,96.40057257043324,321.3242944157577,29.46656861452079,3419.9744454005017,626.9581959534127,605.0144099767003,30.035701506799604,1155.595101574197,2,42.11,,Minority-Owned,ISO14001,Plastic,National
636,electronics,107.96324543005754,422.01831188366936,49.54327869622252,2779.951492328837,134.14942265481187,758.8952502347586,42.20718385903816,3020.975496039087,9,51.22,,Minority-Owned,None,Plastic,National
637,electronics,102.88085024881484,492.8059234447089,38.07977818635983,2427.940377047164,693.0286620361976,717.1447444227874,23.541305960835626,507.4089145509848,6,34.73,,Women-Owned,ISO14001,Compostable,National
638,food,136.70420893375984,179.78244701843556,22.672396467105628,4619.92798991501,110.8899754843667,460.6345582967496,24.726045707088502,4339.683824677553,2,51.29,,Corporate,ISO14001,Plastic,International
639,pharmaceutical,36.53373840369945,482.5109684334169,35.66245300161346,456.4012441154752,616.3355170724021,642.2568338551123,11.61329618846252,4815.198460338307,14,23.42,,Minority-Owned,ISO14001,Plastic,International
640,food,15.694982075808811,225.2668527060892,20.07229311289764,1474.9439848657885,752.6021183606555,493.5013276793095,72.77225849354213,1384.387619203428,3,63.01,,Local Vendor,FairTrade,Biodegradable,International
641,pharmaceutical,68.50668890232627,223.48035713161505,12.21489766169145,1814.695482496499,250.4213960889529,486.89272303187806,24.74946655524344,2360.457289236125,14,55.26,,Minority-Owned,GreenSeal,Compostable,Local
642,food,143.88934491996287,203.1741969145276,30.24574196750021,3933.88647984266,849.5409071656353,180.31937083673432,25.927371385552437,306.24536494158593,8,34.77,,Minority-Owned,ISO14001,Biodegradable,International
643,food,48.35215590336019,293.6334233064133,46.48092280758362,4963.32163879366,78.83611525635405,188.29636061130643,29.572100285159227,3275.409078690663,1,47.28,,Local Vendor,ISO14001,Recycled,National
644,automotive,137.95216233173429,119.3652694303192,46.52783648075767,1279.28552231005,851.6222204753908,470.6735305157202,18.91856501868003,2186.8450786524263,12,20.93,,Women-Owned,FairTrade,Recycled,International
645,food,194.2832887603814,299.170168411105,17.753358627169025,4384.105937271695,487.3125981106268,288.20308148530466,54.7484018226954,1496.2806372874677,3,62.66,,Local Vendor,ISO14001,Recycled,National
646,apparel,27.841135999989493,293.7671655845018,26.856195844863056,4170.051526115778,256.70854293506227,114.72583172232804,15.26000672243106,1192.8181309597207,13,46.8,,Women-Owned,None,Compostable,Local
647,automotive,137.79440246277397,392.8558156721915,11.3701590299232,1200.8212484446565,177.0892377442696,605.9874427301486,19.39416984284452,3339.31077276205,10,53.16,,Women-Owned,None,Plastic,National
648,food,94.31254166786852,425.1424828719135,49.78592436544529,2056.729642976191,955.641809203254,122.74061768311547,55.1329708613065,2197.8417489551093,1,34.59,,Women-Owned,GreenSeal,Compostable,National
649,electronics,174.94702833172602,248.1986076405908,49.07477748552885,2107.397059533344,119.03230820209887,516.6937887728382,33.77624343370099,1062.3645873435776,11,51.56,,Local Vendor,ISO14001,Compostable,National
650,apparel,43.65845999500332,186.0499622081722,32.82593755566492,4893.281275780136,239.13874893912936,477.4356558891201,59.55634786908323,3507.723591136755,11,62.46,,Women-Owned,FairTrade,Plastic,Local
651,apparel,141.59893092297125,166.7007037926925,40.4162889241962,986.3703167566018,380.4312300613937,778.1702834044631,49.01973212690994,2912.346958576129,8,51.11,,Corporate,None,Biodegradable,International
652,apparel,169.24190503314094,137.58072651719235,36.0399079029013,4015.874058413432,639.2231065130644,438.9491975433492,27.921482114305917,4321.625863661581,1,31.72,,Local Vendor,FairTrade,Recycled,International
653,automotive,189.4767017000644,75.9414119895612,30.06475273293394,1737.5442994482387,567.5610310122935,144.52100546445814,55.557956534252966,763.884314607166,13,57.2,,Corporate,FairTrade,Biodegradable,Local
654,food,139.8171253750327,204.101590475621,3.614051852455987,3681.264694303186,169.3613177916983,486.1815774645232,18.13915762050165,3971.199689333389,5,54.6,,Women-Owned,None,Recycled,National
655,food,104.4632051616012,171.61146145885246,23.283452785080392,2158.053921048748,325.2415845513039,688.767319431271,47.54872681560213,3432.880576722843,4,57.84,,Minority-Owned,FairTrade,Compostable,International
656,electronics,127.39097563823064,484.8878236398833,34.064528806203114,2933.962839271046,276.81418253172285,797.794498997008,40.60036735315242,752.0524967748695,7,56.87,,Women-Owned,None,Recycled,Local
657,electronics,175.09194705095646,300.9689718125197,34.19904908030055,4179.797689298042,252.8657117658243,401.2402215823507,28.751150797220856,3535.13950338426,14,46.04,,Corporate,FairTrade,Compostable,International
658,apparel,118.41585186137765,206.2746675637284,19.2830083026968,4040.411268421032,440.5871196559877,324.20911974771974,52.28034984176501,2319.426986623186,5,60.57,,Corporate,None,Biodegradable,Local
659,electronics,15.773541342399003,311.2104204471632,47.1429073462435,4345.473599344531,718.8298799620741,734.6573078663993,70.99335146381978,4735.926970668047,8,45.6,,Local Vendor,ISO14001,Compostable,National
660,automotive,186.88025214632577,112.638515605563,9.20049457960227,392.1248941888292,256.5802856063741,233.86949035328496,79.92332898341537,879.7344829659166,12,86.82,,Minority-Owned,GreenSeal,Biodegradable,International
661,food,141.01008269599663,249.8196871409913,25.51761286456247,3491.047709894749,398.3449357178324,530.8002405230486,52.54339381203972,3285.600275915542,14,57.54,,Local Vendor,None,Plastic,Local
662,apparel,138.53754329767685,331.8054446394787,34.85331485099032,785.9381459366381,421.37155549910415,384.0000969266634,38.32941120304192,2033.5042182221405,11,48.52,,Corporate,None,Plastic,International
663,electronics,50.97827895556626,270.0040243066031,35.15965448869865,2137.510983290214,977.6337029636396,128.7576554688887,25.76449701513411,4792.710418836214,1,19.9,,Women-Owned,GreenSeal,Plastic,International
664,automotive,135.18823934420487,230.8004602944459,32.783308881671964,2788.083233767973,956.9330390351154,343.1019320139884,27.996726257657823,1783.879497393327,5,28.61,,Minority-Owned,None,Compostable,International
665,automotive,84.83423707429012,497.2317750048642,14.489122459141148,2073.4234752594707,810.1307036144722,285.6599657518722,43.5618484704836,4818.492365560641,4,42.04,,Women-Owned,None,Plastic,International
666,electronics,133.73426563788348,446.1416429670172,8.654121865644477,2646.097211434737,279.57597477822594,580.2638077604408,35.70943908964965,4527.132085283595,3,56.95,,Women-Owned,FairTrade,Recycled,Local
